Company: 100 Al Sultan Industrial Cement,,,,,,,,,,,,,,,,,,
Production orders,,,,,,,,,,,,,,,,,,
Parent project,Production orders,Description,Item code,Item description,Planning,Actual,Unit,Selection code,Warehouse,Cost center,Person,Status,Start date,End date,Attachment,Note,Overdue,Position number
,,,STS01,Strapping Steel (black),"1,773.36000000","1,773.36000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067036,Plant-01 Night Shift,RECSO8GR100,Rectangle 20x10/8cm/Grey/Single Mix,"2,000.40000000","2,000.40000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,12/4/2027,No,No,0,
,,Standard,,,"317,863.56000000","257,851.56000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"60,012.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"120,024.00000000","120,024.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"60,012.00000000","60,012.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"20,004.00000000","20,004.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"56,011.20000000","56,011.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,800.36000000","1,800.36000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067037,Plant-02 Day Shift,LAL40O6DGR100,Rectangle 40x20/6cm/Dark Grey,906.00000000,906.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"139,433.40000000","139,433.40000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"27,180.00000000","27,180.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"54,360.00000000","54,360.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"27,180.00000000","27,180.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"9,060.00000000","9,060.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"20,838.00000000","20,838.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),815.40000000,815.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067038,Plant-02 Day Shift,LAL40O8DGR100,Rectangle 40x20/8cm/Dark Grey,457.20000000,457.20000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"70,363.08000000","70,363.08000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"13,716.00000000","13,716.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"27,432.00000000","27,432.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"13,716.00000000","13,716.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"4,572.00000000","4,572.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"10,515.60000000","10,515.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),411.48000000,411.48000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067039,Plant-02 Day Shift,RECO6TN100,Rectangle 20x10/6cm/Tan,222.00000000,222.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,5/18/2028,No,No,0,
,,Standard,,,"35,453.62200000","28,793.62200000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"6,660.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"13,320.00000000","13,320.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"6,660.00000000","6,660.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"2,220.00000000","2,220.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"6,216.00000000","6,216.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PTN01,Pigment Tan  (Orange ),177.82200000,177.82200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),199.80000000,199.80000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067041,Plant-02 Day Shift,MAS06TN100,Square 20x20/6cm/Tan,96.00000000,96.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"14,851.29600000","14,851.29600000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"2,880.00000000","2,880.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"5,760.00000000","5,760.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"2,880.00000000","2,880.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,960.00000000,960.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"2,208.00000000","2,208.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PTN01,Pigment Tan  (Orange ),76.89600000,76.89600000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),86.40000000,86.40000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067042,Plant-02 Night Shift,MAS06TN100,Square 20x20/6cm/Tan,84.00000000,84.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"12,994.88400000","12,994.88400000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"2,520.00000000","2,520.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"5,040.00000000","5,040.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"2,520.00000000","2,520.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,840.00000000,840.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"1,932.00000000","1,932.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PTN01,Pigment Tan  (Orange ),67.28400000,67.28400000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),75.60000000,75.60000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067043,Plant-02 Night Shift,LAL40O8DGR100,Rectangle 40x20/8cm/Dark Grey,600.00000000,600.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"92,340.00000000","92,340.00000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"18,000.00000000","18,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"36,000.00000000","36,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"18,000.00000000","18,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"6,000.00000000","6,000.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"13,800.00000000","13,800.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),540.00000000,540.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067044,Plant-02 Night Shift,LALO8DGR100,Square 30x30/8cm/Dark Grey,280.80000000,280.80000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"43,464.75120000","43,464.75120000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"8,424.00000000","8,424.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"16,848.00000000","16,848.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"8,424.00000000","8,424.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"2,808.00000000","2,808.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"6,458.40000000","6,458.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PBG01,Pigment Beige,249.63120000,249.63120000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),252.72000000,252.72000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067045,Plant-02 Night Shift,MATO6BK100,Marbella Trapez/6cm/Black,270.00000000,270.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"41,820.57000000","41,820.57000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"8,100.00000000","8,100.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"16,200.00000000","16,200.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"8,100.00000000","8,100.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"2,700.00000000","2,700.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"6,210.00000000","6,210.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PBK01,Pigment Black,267.57000000,267.57000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),243.00000000,243.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067046,Plant-03 Day Shift,RECSO8CBK100,Rectangle 20x10/8cm/Charcoal Black/Single Mix,282.00000000,282.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,12/4/2027,No,No,0,
,,Standard,,,"45,035.68200000","36,575.68200000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"8,460.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"16,920.00000000","16,920.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"8,460.00000000","8,460.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"2,820.00000000","2,820.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"7,896.00000000","7,896.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PBK01,Pigment Black,225.88200000,225.88200000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),253.80000000,253.80000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067047,Plant-03 Day Shift,RECSO8DGR100,Rectangle 20x10/8cm/Dark Grey/Single Mix,"1,440.00000000","1,440.00000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,12/4/2027,No,No,0,
,,Standard,,,"228,816.00000000","185,616.00000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"43,200.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"86,400.00000000","86,400.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"43,200.00000000","43,200.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"14,400.00000000","14,400.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"40,320.00000000","40,320.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,296.00000000","1,296.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067048,Plant-03 Night Shift,RECSO8BK100,Rectangle 20x10/8cm/Black/Single Mix,"1,675.20000000","1,675.20000000",M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,12/4/2027,No,No,0,
,,Standard,,,"267,531.11520000","217,275.11520000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"50,256.00000000",0.00000000,kg,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"100,512.00000000","100,512.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"50,256.00000000","50,256.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,"16,752.00000000","16,752.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"46,905.60000000","46,905.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PBK01,Pigment Black,"1,341.83520000","1,341.83520000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),"1,507.68000000","1,507.68000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067049,TopWerk,SQ10X10X8BK10SC,Square 10x10/8cm/Black/ShotBlast-Curl,24.00000000,23.00000000,M2,,1,,User -  SHAHID SHAHID,Completed,1/10/2024,1/10/2024,No,No,0,
,,Standard,,,"3,714.93600000","3,560.14700000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,720.00000000,690.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG2-5,Aggregate 2-5 mm.,0.00000000,0.00000000,Ton,,1,,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"1,440.00000000","1,380.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,720.00000000,690.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,AGDS01,Sand,240.00000000,230.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,552.00000000,529.00000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,PBK01,Pigment Black,21.33600000,20.44700000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,STS01,Strapping Steel (black),21.60000000,20.70000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/10/2024,1/10/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067050,Kerbstone,K20CH60-007,Kerbstone 60x38x20 20ch,490.00000000,490.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/11/2024,1/11/2024,No,No,0,
,,Standard,,,"55,878.62000000","55,878.62000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"11,662.00000000","11,662.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"8,163.40000000","8,163.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"20,996.50000000","20,996.50000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"2,332.40000000","2,332.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AGDS01,Sand,"5,831.00000000","5,831.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"6,860.00000000","6,860.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP380X600,FP380X600,16.66000000,16.66000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP395X600,FP395X600,16.66000000,16.66000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067051,Kerbstone,KBN91-003,Kerbstone 91.5x20x10 B/N,795.00000000,795.00000000,Nos,,1,,User -  SHAHID SHAHID,Completed,1/11/2024,1/11/2024,No,No,0,
,,Standard,,,"76,372.47000000","76,372.47000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"15,900.00000000","15,900.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"11,130.00000000","11,130.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"28,620.00000000","28,620.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,180.00000000","3,180.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AGDS01,Sand,"7,950.00000000","7,950.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"9,540.00000000","9,540.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP200X915,FP200X915,26.23500000,26.23500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP210X915,FP210X915,26.23500000,26.23500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067052,Kerbstone,K15CH60-002,Kerbstone 60x35x15 15ch,"1,135.00000000","1,135.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/11/2024,1/11/2024,No,No,0,
,,Standard,,,"93,587.56000000","93,587.56000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"19,567.40000000","19,567.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"13,688.10000000","13,688.10000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"35,223.59000000","35,223.59000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,904.40000000","3,904.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AGDS01,Sand,"9,783.70000000","9,783.70000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"11,350.00000000","11,350.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP350X600,FP350X600,35.18500000,35.18500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP365X600,FP365X600,35.18500000,35.18500000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067053,Kerbstone,K10CH60-004,Kerbstone 60x30x15 10ch,"1,270.00000000","1,270.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/11/2024,1/11/2024,No,No,0,
,,Standard,,,"84,287.36000000","84,287.36000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"17,627.60000000","17,627.60000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"12,346.94000000","12,346.94000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"31,750.00000000","31,750.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/8,Aggregate 3/8,"3,517.90000000","3,517.90000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AGDS01,Sand,"8,818.88000000","8,818.88000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,CEM03,O.P.C (Bulk) CEMENT,"10,160.00000000","10,160.00000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP300X600,FP300X600,33.02000000,33.02000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,FP315X600,FP315X600,33.02000000,33.02000000,kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,,,,,,,,,,,,,,,,
,PR0600067054,Kerbstone,K10BN60-003,Kerbstone 60x30x10 B/N,"1,240.00000000","1,240.00000000",Nos,,1,,User -  SHAHID SHAHID,Completed,1/11/2024,1/11/2024,No,No,0,
,,Standard,,,"113,834.48000000","113,834.48000000",,,,,,,,,,,,
,,,AG0-3,Aggregate 0-3,"23,845.20000000","23,845.20000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/16,Aggregate 3/16,"16,690.40000000","16,690.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
,,,AG3/4,Aggregate 3/4,"42,916.40000000","42,916.40000000",kg,,1,001CC001,User -  SHAHID SHAHID,,1/11/2024,1/11/2024,No,No,,0
